Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
696,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,0.9,4.6,500,Yes,,Historical,Yes,0.41,Evening
697,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.8,4.3,50,No,,Recreational,Yes,0.33,Afternoon
698,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,1.8,4.8,20,Yes,,Recreational,Yes,0.1,Evening
699,Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,4.5,4.5,50,Yes,Monday,Historical,Yes,0.44,Morning
700,Eastern,West Bengal,Kolkata,Science City Kolkata,Science,1997,1.2,4.7,10,Yes,,Educational,Yes,1.22,Afternoon
701,Northern,Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,1.0,4.9,10,No,,Adventure,Yes,0.46,All
702,Western,Gujarat,Ahmedabad,Manek Chowk,Market,Unknown,1.7,4.2,500,Yes,,Food,Yes,0.64,Anytime
703,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,5.7,4.7,100,Yes,,Nature,Yes,0.1,Afternoon
704,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,1.5,4.6,100,Yes,,Wildlife,Yes,0.3,Evening
705,Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,2.8,5.0,200,No,,Religious,No,0.1,Morning
706,Eastern,West Bengal,Kolkata,Howrah Bridge,Bridge,1943,2.2,4.6,50,Yes,,Architectural,No,1.05,All
707,Eastern,West Bengal,Kolkata,Eden Gardens,Cricket Ground,1864,2.1,3.9,10,Yes,,Sports,Yes,0.27,Anytime
708,Western,Gujarat,Ahmedabad,Sabarmati Riverfront,Urban Development Project,2012,2.1,4.6,10,Yes,,Recreational,Yes,0.1,Anytime
709,Northern,Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,3.8,3.9,50,Yes,Monday,Environmental,Yes,0.1,All 
710,Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,5.3,4.5,100,No,,Historical,Yes,0.45,Anytime
711,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,5.5,4.3,10,No,,Wildlife,Yes,0.1,Evening
712,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,5.6,3.7,50,Yes,,Recreational,Yes,0.54,Evening
713,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,1.7,4.3,0,No,,Nature,Yes,0.1,Morning
714,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,6.0,4.8,20,No,,Recreational,Yes,0.1,Night
715,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,5.6,4.5,200,Yes,,Historical,Yes,1.64,Afternoon
716,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.9,4.3,200,Yes,,Nature,Yes,0.24,Night
717,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,4.9,4.4,100,Yes,,Nature,Yes,0.39,Morning
718,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,3.6,4.8,0,Yes,Monday,Historical,Yes,0.16,Morning
719,Western,Gujarat,Gandhinagar,Dandi Kutir,Museum,2013,3.8,4.6,0,No,,Historical,Yes,0.1,Afternoon
720,Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,5.4,4.9,100,No,,Cultural,Yes,0.1,All 
721,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,3.5,4.0,10,No,,Nature,Yes,0.1,Anytime
722,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,4.0,4.1,200,Yes,,Nature,Yes,0.1,Morning
723,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,2.9,4.5,200,Yes,,Historical,Yes,0.1,Afternoon
724,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,5.1,4.2,200,Yes,,Wildlife,Yes,0.4,Evening
725,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.9,4.6,10,No,,Nature,Yes,0.1,Morning
726,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.7,4.5,50,Yes,,Historical,Yes,0.71,All
727,Western,Maharastra,Mumbai,Gateway of India,Monument,1924,1.4,4.7,20,Yes,,Historical,Yes,3.45,Evening
728,Western,Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,1.7,3.9,20,Yes,,Recreational,Yes,0.35,Night
729,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,2.4,4.6,10,Yes,,Religious,Yes,0.36,All
730,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,4.9,4.4,50,Yes,,Religious,No,0.67,Anytime
731,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,5.9,4.4,500,No,,Nature,Yes,0.1,Anytime
732,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,3.3,4.5,10,Yes,Monday,Historical,No,0.42,Anytime
733,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.6,4.5,50,No,,Nature,Yes,0.34,All 
734,Southern,Karnataka,Bangalore,Lalbagh Botanical Garden,Botanical Garden,1760,1.7,4.1,0,Yes,,Nature,Yes,1.34,Anytime
735,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.8,5.0,500,Yes,,Religious,No,0.1,Night
736,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.7,4.6,10,No,,Religious,Yes,0.91,Evening
737,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,5.7,4.8,500,No,,Religious,Yes,0.19,Night
738,Northern,Delhi,Delhi,Humayun's Tomb,Tomb,1572,3.6,4.6,200,Yes,,Historical,Yes,0.46,Afternoon
739,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,3.0,4.3,200,No,,Historical,Yes,0.1,All
740,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,1.0,4.2,0,No,,Nature,Yes,0.18,All
741,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.2,4.8,20,Yes,,Religious,Yes,0.1,All 
742,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,4.2,3.6,10,No,,Historical,Yes,0.1,Morning
743,Northern,Delhi,Delhi,Agrasen ki Baoli,Stepwell,1400,4.9,4.3,500,Yes,,Historical,Yes,0.87,Anytime
744,Southern,Telangana,Hyderabad,Charminar,Landmark,1591,3.2,4.7,100,Yes,Friday,Historical,Yes,2.23,Anytime
745,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,100,Yes,,Religious,Yes,0.23,Morning
746,Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,2.2,4.7,20,No,,Religious,No,0.15,Morning
747,Northern,Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,5.9,3.8,20,Yes,Monday,Environmental,Yes,0.1,Anytime
748,Eastern,West Bengal,Kolkata,Howrah Bridge,Bridge,1943,4.3,4.6,20,Yes,,Architectural,No,1.17,Evening
749,Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,3.5,4.7,500,Yes,,Adventure,Yes,0.1,All
750,Southern,Puducherry,Auroville,Auroville,Township,1968,4.2,3.8,0,Yes,,Cultural,Yes,0.1,Night
751,Southern,Goa,Goa,Colva Beach,Beach,Unknown,4.7,4.5,200,Yes,,Scenic,Yes,0.1,All 
752,Eastern,West Bengal,Kolkata,Dakshineswar Kali Temple,Temple,1855,1.3,4.7,50,Yes,,Religious,Yes,0.8,Anytime
753,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,5.1,4.5,200,No,,Historical,Yes,0.1,All
754,Western,Gujarat,Ahmedabad,Manek Chowk,Market,Unknown,2.7,4.6,50,Yes,,Food,Yes,0.7,Afternoon
755,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,1.4,4.7,50,No,,Wildlife,No,0.1,Morning
756,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.8,10,Yes,,Nature,Yes,0.1,Morning
757,Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,5.1,4.4,100,No,,Nature,Yes,0.18,Morning
758,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,4.0,4.9,500,Yes,Monday,Cultural,Yes,0.16,Evening
759,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,5.2,4.4,500,No,,Recreational,Yes,0.1,Night
760,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,5.6,4.8,10,Yes,,Nature,Yes,0.61,All 
761,Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,1.9,4.7,0,No,,Historical,Yes,0.84,Morning
762,Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.2,4.2,0,Yes,,Nature,Yes,0.1,Evening
763,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,2.9,4.3,100,No,,Nature,Yes,0.1,Night
764,Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,3.4,4.3,100,No,,Wildlife,Yes,0.1,Night
765,North Eastern,Assam,Manas,Manas National Park,National Park,1990,5.7,4.5,500,No,,Wildlife,Yes,0.26,Anytime
766,Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,5.0,4.0,100,No,,Nature,Yes,0.1,Morning
767,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,2.9,4.5,100,No,,Nature,Yes,0.16,Afternoon
768,Western,Maharastra,Mumbai,Marine Drive,Promenade,Unknown,3.3,4.7,10,Yes,,Scenic,Yes,1.64,Afternoon
769,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.7,5.0,500,Yes,,Religious,Yes,0.55,Evening
770,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,3.8,4.3,200,Yes,,Shopping,Yes,1.32,Afternoon
771,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,2.1,4.4,500,Yes,,Cultural,Yes,0.12,Evening
772,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,3.0,4.6,0,Yes,,Nature,Yes,0.1,Evening
773,Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,4.1,4.9,200,No,,Religious,No,0.29,Afternoon
774,Western,Maharastra,Pune,Shaniwar Wada,Fort,1732,2.3,4.3,50,Yes,,Historical,Yes,1.25,All 
775,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.9,4.5,200,Yes,,Nature,Yes,1.06,Night
776,Northern,Delhi,Delhi,India Gate,War Memorial,1921,3.0,4.9,20,Yes,,Historical,Yes,2.87,Evening
777,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,5.9,4.9,100,Yes,,Religious,No,0.86,Afternoon
778,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,3.0,4.8,100,Yes,,Nature,Yes,0.41,All
779,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,3.9,4.4,500,Yes,,Wildlife,Yes,0.42,Afternoon
780,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,2.3,5.0,200,Yes,,Cultural,Yes,0.68,All 
781,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.2,4.2,200,No,,Natural Wonder,Yes,0.31,Night
782,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,0.8,4.9,500,Yes,,Architectural,No,0.57,Morning
783,Western,Maharastra,Mumbai,Essel World,Amusement Park,1986,2.8,4.2,0,Yes,,Recreational,Yes,0.1,Anytime
784,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,2.1,3.9,20,Yes,,Nature,Yes,0.27,Evening
785,Western,Gujarat,Ahmedabad,Science City,Science,2002,3.3,4.5,10,Yes,Monday,Educational,Yes,0.1,Evening
786,Western,Maharastra,Mumbai,Sanjay Gandhi National Park,National Park,1996,2.3,4.3,10,Yes,Monday,Wildlife,Yes,0.1,Anytime
787,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,2.3,4.2,0,Yes,Friday,Historical,Yes,0.1,Afternoon
788,Northern,Delhi,Delhi,National Science Centre,Science,1992,2.1,4.4,200,Yes,,Scientific,Yes,0.41,Night
789,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,5.4,4.0,50,No,,Recreational,Yes,0.1,Afternoon
790,Southern,Kerala,Alappuzha,Alappuzha Beach,Beach,Unknown,1.9,4.5,10,Yes,,Recreational,Yes,0.22,Anytime
791,Southern,Goa,Goa,Dudhsagar Falls,Waterfall,Unknown,2.4,4.8,20,Yes,,Nature,Yes,0.63,Afternoon
792,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,3.2,3.9,0,No,,Recreational,Yes,0.37,All 
793,Southern,Goa,Goa,Palolem Beach,Beach,Unknown,5.7,4.5,500,Yes,,Scenic,Yes,0.38,Evening
794,Southern,Kerala,Alappuzha,Alappuzha Beach,Beach,Unknown,3.3,4.5,10,Yes,,Recreational,Yes,0.1,All 
795,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.4,4.8,200,Yes,Monday,Historical,Yes,0.31,All
796,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,1.7,4.7,500,No,,Nature,Yes,0.1,All
797,Southern,Telangana,Hyderabad,Qutb Shahi Tombs,Tombs,1600,5.3,4.0,500,Yes,,Historical,Yes,0.49,All 
798,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,5.9,4.4,50,No,,Nature,Yes,0.55,Night
799,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2.4,4.8,500,No,,Nature,Yes,0.36,All
800,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,1.4,4.8,10,Yes,Sunday,Sports,Yes,5.0,Afternoon
801,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.1,4.6,500,No,,Historical,Yes,0.1,Evening
802,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,3.4,4.6,0,Yes,,Shopping,Yes,0.63,Night
803,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,4.1,4.2,50,No,,Nature,Yes,0.1,Afternoon
804,Southern,Telangana,Hyderabad,Hussain Sagar Lake,Lake,1563,1.1,4.5,50,Yes,,Scenic,Yes,0.69,Anytime
805,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.4,4.4,20,Yes,,Religious,Yes,0.1,Anytime
806,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,3.2,4.5,100,Yes,,Cultural,Yes,0.1,Afternoon
807,Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,3.8,4.5,500,No,,Nature,Yes,0.75,Anytime
808,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,2.9,4.4,200,Yes,,Cultural,Yes,0.21,All
809,Southern,Telangana,Hyderabad,Qutb Shahi Tombs,Tombs,1600,0.9,4.2,500,Yes,,Historical,Yes,0.27,Anytime
810,Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,5.1,4.5,10,No,,Nature,Yes,0.1,Anytime
811,Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,5.9,4.5,10,No,,Wildlife,Yes,0.17,Anytime
812,Southern,Goa,Goa,Calangute Beach,Beach,Unknown,5.0,4.4,100,Yes,,Scenic,Yes,0.25,Night
813,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,5.8,4.3,0,No,,Nature,Yes,0.1,Afternoon
814,Western,Maharastra,Lonavala,Imagicaa,Amusement Park,2013,1.3,3.5,200,No,Monday,Recreational,Yes,0.9,Morning
815,Southern,Kerala,Wayanad,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.9,4.5,100,No,,Wildlife,Yes,1.92,Night
816,Northern,Delhi,Delhi,Humayun's Tomb,Tomb,1572,5.5,4.8,50,Yes,,Historical,Yes,0.53,Afternoon
817,Southern,Kerala,Kochi,Kerala Folklore Museum,Cultural,2009,3.4,4.5,200,Yes,Monday,Cultural,Yes,0.56,Anytime
818,Western,Maharastra,Lonavala,Imagicaa,Amusement Park,2013,4.8,3.5,0,No,Monday,Recreational,Yes,1.35,Anytime
819,Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,5.8,4.8,500,Yes,Tuesday,Historical,Yes,0.63,Evening
820,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,3.6,4.6,50,No,,Nature,Yes,1.28,Anytime
821,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,4.7,4.2,200,Yes,,Wildlife,Yes,0.2,Anytime
822,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.3,4.5,20,Yes,Monday,Historical,Yes,0.1,All
823,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,2.0,4.0,500,No,,Recreational,Yes,0.11,Morning
824,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,0.6,4.0,10,Yes,Monday,Cultural,Yes,0.56,Morning
825,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,1.3,4.5,20,Yes,Sunday,Sports,Yes,5.0,Morning
826,Western,Gujarat,Ahmedabad,Sabarmati Ashram,Historical,1915,4.6,4.8,20,Yes,,Historical,Yes,0.28,All 
827,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,0.9,4.8,100,Yes,,Religious,No,0.31,All
828,Northern,Rajasthan,Udaipur,Lake Pichola,Lake,1362,2.6,4.7,500,Yes,,Nature,Yes,0.4,Afternoon
829,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,5.3,4.5,500,No,,Religious,No,0.1,Morning
830,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,3.0,4.4,50,Yes,,Shopping,Yes,1.53,Morning
831,Southern,Telangana,Hyderabad,Ramoji Film City,Film Studio,1996,2.8,4.6,500,Yes,,Entertainment,Yes,0.1,Anytime
832,Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,3.4,4.1,200,No,,Adventure,Yes,0.1,All
833,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,1.4,4.3,20,No,,Wildlife,Yes,0.1,Afternoon
834,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,4.5,4.9,0,Yes,Monday,Religious,No,0.29,Anytime
835,Southern,Goa,Goa,Chapora Fort,Fort,1617,5.1,4.1,200,Yes,,Historical,Yes,0.1,All 
836,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,2.0,4.5,50,No,,Wildlife,No,0.1,Morning
837,Western,Maharastra,Lonavala,Karla Caves,Cave,200,2.8,4.3,0,Yes,Yes,Historical,Yes,0.1,Evening
838,Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,4.7,4.3,200,No,,Archaeological,Yes,0.39,Morning
839,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,3.5,4.6,200,Yes,Friday,Historical,Yes,2.1,Evening
840,Northern,Delhi,Delhi,Lotus Temple,Temple,1986,1.3,4.3,50,Yes,Monday,Religious,Yes,0.55,Anytime
841,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,5.0,4.6,200,Yes,,Shopping,Yes,1.69,Night
842,Western,Gujarat,Bhuj,White Desert,Site,1950,0.9,4.4,0,Yes,,Nature,Yes,0.22,Afternoon
843,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,50,No,,Religious,No,2.3,Morning
844,Western,Gujarat,Gandhinagar,Dandi Kutir,Museum,2013,2.8,4.5,50,No,,Historical,Yes,0.1,Anytime
845,Southern,Goa,Goa,Dudhsagar Falls,Waterfall,Unknown,2.7,4.8,50,Yes,,Nature,Yes,0.35,All
846,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,5.6,4.8,0,Yes,,Religious,No,0.33,Night
847,Western,Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,2.2,4.7,20,No,,Religious,No,0.1,Afternoon
848,Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,2.3,4.7,0,Yes,,Historical,Yes,0.69,Afternoon
849,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,4.1,4.6,100,Yes,,Historical,Yes,0.71,Morning
850,Southern,Kerala,Kochi,Kerala Folklore Museum,Cultural,2009,4.7,4.9,500,Yes,Monday,Cultural,Yes,0.18,All 
851,Southern,Goa,Goa,Chapora Fort,Fort,1617,1.4,4.0,200,Yes,,Historical,Yes,0.14,Morning
852,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,4.3,4.4,200,Yes,,Shopping,Yes,0.28,Afternoon
853,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,0.7,4.4,10,Yes,,Nature,Yes,0.67,Night
854,Western,Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,5.4,4.2,20,Yes,,Religious,No,0.63,Evening
855,Southern,Telangana,Hyderabad,Lumbini Park,Park,1994,4.7,4.0,50,Yes,,Recreational,Yes,0.64,Afternoon
856,Southern,Karnataka,Bangalore,Lalbagh Botanical Garden,Botanical Garden,1760,0.7,4.2,20,Yes,,Nature,Yes,1.51,All
857,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,3.8,3.9,100,Yes,,Historical,Yes,0.1,Night
858,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5.4,4.7,500,Yes,,Religious,No,0.32,Evening
859,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,0.8,4.6,200,Yes,,Historical,Yes,0.29,Morning
860,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.8,4.5,50,Yes,,Recreational,Yes,0.15,All
861,Western,Gujarat,Bhuj,White Desert,Site,1950,1.4,4.8,10,Yes,,Nature,Yes,0.1,All
862,Western,Maharastra,Lonavala,Imagicaa,Amusement Park,2013,4.7,3.5,10,No,Monday,Recreational,Yes,0.89,Anytime
863,Northern,Rajasthan,Pushkar,Pushkar Lake,Temple,1400,3.4,4.6,50,No,,Religious,Yes,1.17,Anytime
864,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,4.0,4.7,0,No,,Nature,Yes,0.34,Evening
865,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,1.5,4.6,200,No,,Nature,Yes,0.1,Anytime
866,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,4.2,4.2,10,Yes,,Wildlife,Yes,0.43,All 
867,Southern,Telangana,Hyderabad,Salar Jung Museum,Museum,1951,3.7,4.1,100,Yes,,Historical,Yes,0.34,Afternoon
868,Southern,Goa,Goa,Arambol Beach,Beach,Unknown,4.6,4.6,50,Yes,,Scenic,Yes,0.24,Night
869,Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,4.3,3.5,500,Yes,,Wildlife,Yes,0.1,Afternoon
870,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.9,4.9,0,Yes,,Religious,No,0.1,Afternoon
871,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,3.5,4.4,20,Yes,,Shopping,Yes,0.65,Morning
872,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.8,4.6,50,Yes,,Entertainment,Yes,0.95,All
873,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.6,5.0,500,Yes,,Religious,Yes,0.1,All 
874,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,4.7,4.7,10,Yes,Monday,Historical,Yes,0.1,Anytime
875,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,3.0,4.6,100,No,,Wildlife,Yes,0.1,Morning
876,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,0.7,4.3,10,No,,Recreational,Yes,0.1,Anytime
877,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,5.4,4.7,50,No,,Nature,Yes,0.12,Night
878,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,1.6,4.3,20,No,,Wildlife,Yes,0.1,All 
879,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.4,4.2,10,Yes,,Historical,Yes,0.1,Morning
880,Southern,Goa,Goa,Se Cathedral,Church,1640,4.5,4.4,0,Yes,,Historical,Yes,0.1,Evening
881,Southern,Telangana,Hyderabad,Salar Jung Museum,Museum,1951,6.0,4.2,100,Yes,,Historical,Yes,0.72,Morning
882,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,3.1,5.0,10,No,,Religious,Yes,0.95,Anytime
883,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,4.4,4.4,0,No,,Historical,Yes,0.1,Morning
884,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,5.2,4.2,10,Yes,Monday,Wildlife,Yes,0.77,All
885,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,4.6,4.0,0,No,,Wildlife,Yes,0.1,Morning
886,Western,Maharastra,Lonavala,Karla Caves,Cave,200,0.6,4.3,50,Yes,Yes,Historical,Yes,0.51,All 
887,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,1.3,4.6,500,No,,Religious,Yes,0.75,Morning
888,Northern,Delhi,Delhi,Lodhi Garden,Park,1500,2.0,4.6,20,Yes,,Botanical,Yes,0.94,Night
889,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,4.7,4.9,200,Yes,,Religious,No,0.1,Afternoon
890,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,4.8,4.7,10,No,,Religious,No,0.25,All
891,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,2.2,4.5,0,Yes,,Religious,No,0.39,Anytime
892,Southern,Telangana,Hyderabad,Hussain Sagar Lake,Lake,1563,1.5,4.5,0,Yes,,Scenic,Yes,0.25,All
893,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,4.8,5.0,500,No,,Religious,No,0.51,All 
894,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,0.6,4.7,200,Yes,,Religious,No,1.68,Anytime
895,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,4.9,4.5,10,Yes,,Recreational,Yes,0.1,Evening
896,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,4.3,4.5,10,Yes,Monday,Historical,Yes,0.1,Night
897,Southern,Goa,Goa,Anjuna Beach,Beach,Unknown,6.0,4.4,10,Yes,,Scenic,Yes,0.1,Anytime
